,Zone,Code zone,Année,Produit,Code Produit,Disponibilité alimentaire (Kcal/personne/jour),Disponibilité de protéines en quantité (g/personne/jour),Exportations - Quantité,Importations - Quantité,Population totale,Production,Réserves,Stabilité politique,Revenu National Brut/hbt
268,Bénin,53,2014,Produits Vegetaux,2903,2581,51.51,0,0,0,0,0,0.0,0.0
269,Bénin,53,2018,Population,2501,0,0.0,0,0,11485,0,0,0.0,0.0
270,Bénin,53,2018,Poulets,1057,0,0.0,0,0,0,0,21304,0.0,0.0
271,Bénin,53,2018,Produits Animaux,2941,120,12.45,0,0,0,0,0,0.0,0.0
272,Bénin,53,2018,Produits Vegetaux,2903,2635,51.52,0,0,0,0,0,0.0,0.0
273,Bénin,53,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,900.44748
274,Bénin,53,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.13,0.0
275,Bénin,53,2018,Viande de Volailles,2734,0,0.0,18,117,0,15,0,0.0,0.0
276,Cabo Verde,35,2014,Population,2501,0,0.0,0,0,518,0,0,0.0,0.0
277,Cabo Verde,35,2014,Produits Animaux,2941,424,25.68,0,0,0,0,0,0.0,0.0
278,Cabo Verde,35,2014,Produits Vegetaux,2903,2107,43.5,0,0,0,0,0,0.0,0.0
279,Cabo Verde,35,2018,Population,2501,0,0.0,0,0,544,0,0,0.0,0.0
280,Cabo Verde,35,2018,Poulets,1057,0,0.0,0,0,0,0,1000,0.0,0.0
281,Cabo Verde,35,2018,Produits Animaux,2941,421,26.02,0,0,0,0,0,0.0,0.0
282,Cabo Verde,35,2018,Produits Vegetaux,2903,2120,44.84,0,0,0,0,0,0.0,0.0
283,Cabo Verde,35,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,3494.336964
284,Cabo Verde,35,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.75,0.0
285,Cabo Verde,35,2018,Viande de Volailles,2734,0,0.0,0,13,0,1,0,0.0,0.0
286,Cambodge,115,2014,Population,2501,0,0.0,0,0,15275,0,0,0.0,0.0
287,Cambodge,115,2014,Produits Animaux,2941,220,19.6,0,0,0,0,0,0.0,0.0
288,Cambodge,115,2014,Produits Vegetaux,2903,2284,46.9,0,0,0,0,0,0.0,0.0
289,Cambodge,115,2018,Population,2501,0,0.0,0,0,16250,0,0,0.0,0.0
290,Cambodge,115,2018,Poulets,1057,0,0.0,0,0,0,0,13200,0.0,0.0
291,Cambodge,115,2018,Produits Animaux,2941,206,19.02,0,0,0,0,0,0.0,0.0
292,Cambodge,115,2018,Produits Vegetaux,2903,2286,46.93,0,0,0,0,0,0.0,0.0
293,Cambodge,115,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,1419.8092199999999
294,Cambodge,115,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.11,0.0
295,Cambodge,115,2018,Viande de Volailles,2734,0,0.0,0,15,0,27,0,0.0,0.0
296,Cameroun,32,2014,Population,2501,0,0.0,0,0,22682,0,0,0.0,0.0
297,Cameroun,32,2014,Produits Animaux,2941,137,13.15,0,0,0,0,0,0.0,0.0
298,Cameroun,32,2014,Produits Vegetaux,2903,2547,58.77,0,0,0,0,0,0.0,0.0
299,Cameroun,32,2018,Population,2501,0,0.0,0,0,25216,0,0,0.0,0.0
300,Cameroun,32,2018,Poulets,1057,0,0.0,0,0,0,0,52687,0.0,0.0
301,Cameroun,32,2018,Produits Animaux,2941,117,11.26,0,0,0,0,0,0.0,0.0
302,Cameroun,32,2018,Produits Vegetaux,2903,2615,60.63,0,0,0,0,0,0.0,0.0
303,Cameroun,32,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,1539.660295
304,Cameroun,32,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-1.38,0.0
305,Cameroun,32,2018,Viande de Volailles,2734,0,0.0,0,2,0,79,0,0.0,0.0
306,Canada,33,2014,Population,2501,0,0.0,0,0,35664,0,0,0.0,0.0
307,Canada,33,2014,Produits Animaux,2941,861,54.87,0,0,0,0,0,0.0,0.0
308,Canada,33,2014,Produits Vegetaux,2903,2552,43.85,0,0,0,0,0,0.0,0.0
309,Canada,33,2018,Population,2501,0,0.0,0,0,37075,0,0,0.0,0.0
310,Canada,33,2018,Poulets,1057,0,0.0,0,0,0,0,170759,0.0,0.0
311,Canada,33,2018,Produits Animaux,2941,888,56.75,0,0,0,0,0,0.0,0.0
312,Canada,33,2018,Produits Vegetaux,2903,2678,47.38,0,0,0,0,0,0.0,0.0
313,Canada,33,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,45747.231704000005
314,Canada,33,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.99,0.0
315,Canada,33,2018,Viande de Volailles,2734,0,0.0,146,177,0,1474,0,0.0,0.0
316,Chili,40,2014,Population,2501,0,0.0,0,0,17759,0,0,0.0,0.0
317,Chili,40,2014,Produits Animaux,2941,753,45.04,0,0,0,0,0,0.0,0.0
318,Chili,40,2014,Produits Vegetaux,2903,2255,41.62,0,0,0,0,0,0.0,0.0
319,Chili,40,2018,Population,2501,0,0.0,0,0,18729,0,0,0.0,0.0
320,Chili,40,2018,Poulets,1057,0,0.0,0,0,0,0,110261,0.0,0.0
321,Chili,40,2018,Produits Animaux,2941,809,49.6,0,0,0,0,0,0.0,0.0
322,Chili,40,2018,Produits Vegetaux,2903,2221,42.04,0,0,0,0,0,0.0,0.0
323,Chili,40,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,15716.457030000001
324,Chili,40,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.43,0.0
325,Chili,40,2018,Viande de Volailles,2734,0,0.0,157,160,0,762,0,0.0,0.0
326,Chine - RAS de Hong-Kong,96,2014,Population,2501,0,0.0,0,0,7135,0,0,0.0,0.0
327,Chine - RAS de Hong-Kong,96,2014,Produits Animaux,2941,1251,92.96,0,0,0,0,0,0.0,0.0
328,Chine - RAS de Hong-Kong,96,2014,Produits Vegetaux,2903,1999,35.73,0,0,0,0,0,0.0,0.0
329,Chine - RAS de Hong-Kong,96,2018,Population,2501,0,0.0,0,0,7372,0,0,0.0,0.0
330,Chine - RAS de Hong-Kong,96,2018,Poulets,1057,0,0.0,0,0,0,0,1303,0.0,0.0
331,Chine - RAS de Hong-Kong,96,2018,Produits Animaux,2941,1289,93.94,0,0,0,0,0,0.0,0.0
332,Chine - RAS de Hong-Kong,96,2018,Produits Vegetaux,2903,1979,34.59,0,0,0,0,0,0.0,0.0
333,Chine - RAS de Hong-Kong,96,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,51252.615415
334,Chine - RAS de Hong-Kong,96,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.79,0.0
335,Chine - RAS de Hong-Kong,96,2018,Viande de Volailles,2734,0,0.0,607,821,0,25,0,0.0,0.0
336,Chine - RAS de Macao,128,2014,Population,2501,0,0.0,0,0,590,0,0,0.0,0.0
337,Chine - RAS de Macao,128,2014,Produits Animaux,2941,1003,68.03,0,0,0,0,0,0.0,0.0
338,Chine - RAS de Macao,128,2014,Produits Vegetaux,2903,2312,39.78,0,0,0,0,0,0.0,0.0
339,Chine - RAS de Macao,128,2018,Population,2501,0,0.0,0,0,632,0,0,0.0,0.0
340,Chine - RAS de Macao,128,2018,Poulets,1057,0,0.0,0,0,0,0,780,0.0,0.0
341,Chine - RAS de Macao,128,2018,Produits Animaux,2941,1033,70.91,0,0,0,0,0,0.0,0.0
342,Chine - RAS de Macao,128,2018,Produits Vegetaux,2903,2295,38.56,0,0,0,0,0,0.0,0.0
343,Chine - RAS de Macao,128,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,79270.617606
344,Chine - RAS de Macao,128,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,1.26,0.0
345,Chine - RAS de Macao,128,2018,Viande de Volailles,2734,0,0.0,0,26,0,4,0,0.0,0.0
346,"Chine, Taiwan Province de",214,2014,Population,2501,0,0.0,0,0,23492,0,0,0.0,0.0
347,"Chine, Taiwan Province de",214,2014,Produits Animaux,2941,651,42.64,0,0,0,0,0,0.0,0.0
348,"Chine, Taiwan Province de",214,2014,Produits Vegetaux,2903,2309,40.61,0,0,0,0,0,0.0,0.0
349,"Chine, Taiwan Province de",214,2018,Population,2501,0,0.0,0,0,23726,0,0,0.0,0.0
350,"Chine, Taiwan Province de",214,2018,Poulets,1057,0,0.0,0,0,0,0,96001,0.0,0.0
351,"Chine, Taiwan Province de",214,2018,Produits Animaux,2941,674,43.58,0,0,0,0,0,0.0,0.0
352,"Chine, Taiwan Province de",214,2018,Produits Vegetaux,2903,2309,42.62,0,0,0,0,0,0.0,0.0
353,"Chine, Taiwan Province de",214,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.85,0.0
354,"Chine, Taiwan Province de",214,2018,Viande de Volailles,2734,0,0.0,8,217,0,654,0,0.0,0.0
355,"Chine, continentale",41,2014,Population,2501,0,0.0,0,0,1399454,0,0,0.0,0.0
356,"Chine, continentale",41,2014,Produits Animaux,2941,706,38.16,0,0,0,0,0,0.0,0.0
357,"Chine, continentale",41,2014,Produits Vegetaux,2903,2435,59.31,0,0,0,0,0,0.0,0.0
358,"Chine, continentale",41,2018,Population,2501,0,0.0,0,0,1427648,0,0,0.0,0.0
359,"Chine, continentale",41,2018,Poulets,1057,0,0.0,0,0,0,0,5093355,0.0,0.0
360,"Chine, continentale",41,2018,Produits Animaux,2941,727,39.65,0,0,0,0,0,0.0,0.0
361,"Chine, continentale",41,2018,Produits Vegetaux,2903,2467,61.08,0,0,0,0,0,0.0,0.0
362,"Chine, continentale",41,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,9580.503994
363,"Chine, continentale",41,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.26,0.0
364,"Chine, continentale",41,2018,Viande de Volailles,2734,0,0.0,594,504,0,19395,0,0.0,0.0
365,Chypre,50,2014,Population,2501,0,0.0,0,0,1152,0,0,0.0,0.0
366,Chypre,50,2014,Produits Animaux,2941,698,46.73,0,0,0,0,0,0.0,0.0
367,Chypre,50,2014,Produits Vegetaux,2903,2297,45.14,0,0,0,0,0,0.0,0.0
368,Chypre,50,2018,Population,2501,0,0.0,0,0,1189,0,0,0.0,0.0
369,Chypre,50,2018,Poulets,1057,0,0.0,0,0,0,0,2898,0.0,0.0
370,Chypre,50,2018,Produits Animaux,2941,668,45.6,0,0,0,0,0,0.0,0.0
371,Chypre,50,2018,Produits Vegetaux,2903,2351,46.07,0,0,0,0,0,0.0,0.0
372,Chypre,50,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,27929.797110000003
373,Chypre,50,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.54,0.0
374,Chypre,50,2018,Viande de Volailles,2734,0,0.0,1,14,0,26,0,0.0,0.0
375,Colombie,44,2014,Population,2501,0,0.0,0,0,46968,0,0,0.0,0.0
376,Colombie,44,2014,Produits Animaux,2941,535,36.27,0,0,0,0,0,0.0,0.0
377,Colombie,44,2014,Produits Vegetaux,2903,2387,32.18,0,0,0,0,0,0.0,0.0
378,Colombie,44,2018,Population,2501,0,0.0,0,0,49661,0,0,0.0,0.0
379,Colombie,44,2018,Poulets,1057,0,0.0,0,0,0,0,173488,0.0,0.0
380,Colombie,44,2018,Produits Animaux,2941,545,37.31,0,0,0,0,0,0.0,0.0
381,Colombie,44,2018,Produits Vegetaux,2903,2569,35.61,0,0,0,0,0,0.0,0.0
382,Colombie,44,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,6552.915448
383,Colombie,44,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.81,0.0
384,Colombie,44,2018,Viande de Volailles,2734,0,0.0,2,90,0,1630,0,0.0,0.0
385,Comores,45,2018,Poulets,1057,0,0.0,0,0,0,0,547,0.0,0.0
386,Comores,45,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,1351.547159
387,Comores,45,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.2,0.0
388,Congo,46,2014,Population,2501,0,0.0,0,0,4737,0,0,0.0,0.0
389,Congo,46,2014,Produits Animaux,2941,198,23.27,0,0,0,0,0,0.0,0.0
390,Congo,46,2014,Produits Vegetaux,2903,2024,28.68,0,0,0,0,0,0.0,0.0
391,Congo,46,2018,Population,2501,0,0.0,0,0,5244,0,0,0.0,0.0
392,Congo,46,2018,Poulets,1057,0,0.0,0,0,0,0,3009,0.0,0.0
393,Congo,46,2018,Produits Animaux,2941,216,26.39,0,0,0,0,0,0.0,0.0
394,Congo,46,2018,Produits Vegetaux,2903,2069,31.76,0,0,0,0,0,0.0,0.0
395,Congo,46,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,2346.067443
396,Congo,46,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.44,0.0
397,Congo,46,2018,Viande de Volailles,2734,0,0.0,0,122,0,7,0,0.0,0.0
398,Costa Rica,48,2014,Population,2501,0,0.0,0,0,4795,0,0,0.0,0.0
399,Costa Rica,48,2014,Produits Animaux,2941,632,42.41,0,0,0,0,0,0.0,0.0
400,Costa Rica,48,2014,Produits Vegetaux,2903,2258,34.24,0,0,0,0,0,0.0,0.0
401,Costa Rica,48,2018,Population,2501,0,0.0,0,0,4999,0,0,0.0,0.0
402,Costa Rica,48,2018,Poulets,1057,0,0.0,0,0,0,0,25525,0.0,0.0
403,Costa Rica,48,2018,Produits Animaux,2941,697,45.97,0,0,0,0,0,0.0,0.0
404,Costa Rica,48,2018,Produits Vegetaux,2903,2332,36.45,0,0,0,0,0,0.0,0.0
405,Costa Rica,48,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,11466.152211
406,Costa Rica,48,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.49,0.0
407,Costa Rica,48,2018,Viande de Volailles,2734,0,0.0,3,15,0,136,0,0.0,0.0
408,Croatie,98,2014,Population,2501,0,0.0,0,0,4256,0,0,0.0,0.0
409,Croatie,98,2014,Produits Animaux,2941,847,50.1,0,0,0,0,0,0.0,0.0
410,Croatie,98,2014,Produits Vegetaux,2903,2129,34.69,0,0,0,0,0,0.0,0.0
411,Croatie,98,2018,Population,2501,0,0.0,0,0,4156,0,0,0.0,0.0
412,Croatie,98,2018,Poulets,1057,0,0.0,0,0,0,0,10881,0.0,0.0
413,Croatie,98,2018,Produits Animaux,2941,928,55.7,0,0,0,0,0,0.0,0.0
414,Croatie,98,2018,Produits Vegetaux,2903,2146,34.9,0,0,0,0,0,0.0,0.0
415,Croatie,98,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,13994.520793000002
416,Croatie,98,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.77,0.0
417,Croatie,98,2018,Viande de Volailles,2734,0,0.0,18,26,0,64,0,0.0,0.0
418,Cuba,49,2014,Population,2501,0,0.0,0,0,11307,0,0,0.0,0.0
419,Cuba,49,2014,Produits Animaux,2941,484,30.24,0,0,0,0,0,0.0,0.0
420,Cuba,49,2014,Produits Vegetaux,2903,2869,53.21,0,0,0,0,0,0.0,0.0
421,Cuba,49,2018,Population,2501,0,0.0,0,0,11338,0,0,0.0,0.0
422,Cuba,49,2018,Poulets,1057,0,0.0,0,0,0,0,25614,0.0,0.0
423,Cuba,49,2018,Produits Animaux,2941,543,34.44,0,0,0,0,0,0.0,0.0
424,Cuba,49,2018,Produits Vegetaux,2903,2802,50.45,0,0,0,0,0,0.0,0.0
425,Cuba,49,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,8583.575392
426,Cuba,49,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.65,0.0
427,Cuba,49,2018,Viande de Volailles,2734,0,0.0,0,284,0,25,0,0.0,0.0
428,Curaçao,279,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,19190.153378
429,Côte d'Ivoire,107,2014,Population,2501,0,0.0,0,0,22648,0,0,0.0,0.0
430,Côte d'Ivoire,107,2014,Produits Animaux,2941,110,13.55,0,0,0,0,0,0.0,0.0
431,Côte d'Ivoire,107,2014,Produits Vegetaux,2903,2515,41.92,0,0,0,0,0,0.0,0.0
432,Côte d'Ivoire,107,2018,Population,2501,0,0.0,0,0,25069,0,0,0.0,0.0
433,Côte d'Ivoire,107,2018,Poulets,1057,0,0.0,0,0,0,0,73307,0.0,0.0
434,Côte d'Ivoire,107,2018,Produits Animaux,2941,110,14.27,0,0,0,0,0,0.0,0.0
435,Côte d'Ivoire,107,2018,Produits Vegetaux,2903,2668,43.34,0,0,0,0,0,0.0,0.0
436,Côte d'Ivoire,107,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,1687.686351
437,Côte d'Ivoire,107,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.93,0.0
438,Côte d'Ivoire,107,2018,Viande de Volailles,2734,0,0.0,0,1,0,44,0,0.0,0.0
439,Danemark,54,2014,Population,2501,0,0.0,0,0,5664,0,0,0.0,0.0
440,Danemark,54,2014,Produits Animaux,2941,1206,69.48,0,0,0,0,0,0.0,0.0
441,Danemark,54,2014,Produits Vegetaux,2903,2149,39.19,0,0,0,0,0,0.0,0.0
442,Danemark,54,2018,Population,2501,0,0.0,0,0,5752,0,0,0.0,0.0
443,Danemark,54,2018,Poulets,1057,0,0.0,0,0,0,0,19351,0.0,0.0
444,Danemark,54,2018,Produits Animaux,2941,1300,79.73,0,0,0,0,0,0.0,0.0
445,Danemark,54,2018,Produits Vegetaux,2903,2101,37.35,0,0,0,0,0,0.0,0.0
446,Danemark,54,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,62635.09033200001
447,Danemark,54,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.96,0.0
448,Danemark,54,2018,Viande de Volailles,2734,0,0.0,142,141,0,156,0,0.0,0.0
449,Djibouti,72,2014,Population,2501,0,0.0,0,0,899,0,0,0.0,0.0
450,Djibouti,72,2014,Produits Animaux,2941,215,13.53,0,0,0,0,0,0.0,0.0
451,Djibouti,72,2014,Produits Vegetaux,2903,2365,50.74,0,0,0,0,0,0.0,0.0
452,Djibouti,72,2018,Population,2501,0,0.0,0,0,959,0,0,0.0,0.0
453,Djibouti,72,2018,Produits Animaux,2941,219,14.02,0,0,0,0,0,0.0,0.0
454,Djibouti,72,2018,Produits Vegetaux,2903,2475,51.73,0,0,0,0,0,0.0,0.0
455,Djibouti,72,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,3170.135263
456,Djibouti,72,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.13,0.0
457,Djibouti,72,2018,Viande de Volailles,2734,0,0.0,0,3,0,0,0,0.0,0.0
458,Dominique,55,2014,Population,2501,0,0.0,0,0,71,0,0,0.0,0.0
459,Dominique,55,2014,Produits Animaux,2941,638,42.76,0,0,0,0,0,0.0,0.0
460,Dominique,55,2014,Produits Vegetaux,2903,2323,36.62,0,0,0,0,0,0.0,0.0
461,Dominique,55,2018,Population,2501,0,0.0,0,0,72,0,0,0.0,0.0
462,Dominique,55,2018,Poulets,1057,0,0.0,0,0,0,0,199,0.0,0.0
463,Dominique,55,2018,Produits Animaux,2941,649,43.92,0,0,0,0,0,0.0,0.0
464,Dominique,55,2018,Produits Vegetaux,2903,2303,35.16,0,0,0,0,0,0.0,0.0
465,Dominique,55,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,7197.159909
466,Dominique,55,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,1.11,0.0
467,Dominique,55,2018,Viande de Volailles,2734,0,0.0,0,4,0,0,0,0.0,0.0
468,El Salvador,60,2014,Population,2501,0,0.0,0,0,6295,0,0,0.0,0.0
469,El Salvador,60,2014,Produits Animaux,2941,462,27.86,0,0,0,0,0,0.0,0.0
470,El Salvador,60,2014,Produits Vegetaux,2903,2124,48.09,0,0,0,0,0,0.0,0.0
471,El Salvador,60,2018,Population,2501,0,0.0,0,0,6421,0,0,0.0,0.0
472,El Salvador,60,2018,Poulets,1057,0,0.0,0,0,0,0,17625,0.0,0.0
473,El Salvador,60,2018,Produits Animaux,2941,439,26.91,0,0,0,0,0,0.0,0.0
474,El Salvador,60,2018,Produits Vegetaux,2903,2257,50.12,0,0,0,0,0,0.0,0.0
475,El Salvador,60,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,3834.5086439999995
476,El Salvador,60,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.33,0.0
477,El Salvador,60,2018,Viande de Volailles,2734,0,0.0,2,20,0,137,0,0.0,0.0
478,Espagne,203,2014,Population,2501,0,0.0,0,0,46778,0,0,0.0,0.0
479,Espagne,203,2014,Produits Animaux,2941,848,65.36,0,0,0,0,0,0.0,0.0
480,Espagne,203,2014,Produits Vegetaux,2903,2315,39.48,0,0,0,0,0,0.0,0.0
481,Espagne,203,2018,Population,2501,0,0.0,0,0,46693,0,0,0.0,0.0
482,Espagne,203,2018,Produits Animaux,2941,857,66.73,0,0,0,0,0,0.0,0.0
483,Espagne,203,2018,Produits Vegetaux,2903,2465,40.82,0,0,0,0,0,0.0,0.0
484,Espagne,203,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,30668.171242
485,Espagne,203,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.25,0.0
486,Espagne,203,2018,Viande de Volailles,2734,0,0.0,242,189,0,1622,0,0.0,0.0
487,Estonie,63,2014,Population,2501,0,0.0,0,0,1316,0,0,0.0,0.0
488,Estonie,63,2014,Produits Animaux,2941,920,57.14,0,0,0,0,0,0.0,0.0
489,Estonie,63,2014,Produits Vegetaux,2903,2290,43.08,0,0,0,0,0,0.0,0.0
490,Estonie,63,2018,Population,2501,0,0.0,0,0,1323,0,0,0.0,0.0
491,Estonie,63,2018,Poulets,1057,0,0.0,0,0,0,0,2059,0.0,0.0
492,Estonie,63,2018,Produits Animaux,2941,1144,65.42,0,0,0,0,0,0.0,0.0
493,Estonie,63,2018,Produits Vegetaux,2903,2104,39.96,0,0,0,0,0,0.0,0.0
494,Estonie,63,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,23087.10344
495,Estonie,63,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.6,0.0
496,Estonie,63,2018,Viande de Volailles,2734,0,0.0,12,30,0,19,0,0.0,0.0
497,Eswatini,209,2014,Population,2501,0,0.0,0,0,1095,0,0,0.0,0.0
498,Eswatini,209,2014,Produits Animaux,2941,280,18.78,0,0,0,0,0,0.0,0.0
499,Eswatini,209,2014,Produits Vegetaux,2903,2095,41.64,0,0,0,0,0,0.0,0.0
500,Eswatini,209,2018,Population,2501,0,0.0,0,0,1136,0,0,0.0,0.0
501,Eswatini,209,2018,Poulets,1057,0,0.0,0,0,0,0,3917,0.0,0.0
502,Eswatini,209,2018,Produits Animaux,2941,262,17.46,0,0,0,0,0,0.0,0.0
503,Eswatini,209,2018,Produits Vegetaux,2903,2164,44.61,0,0,0,0,0,0.0,0.0
504,Eswatini,209,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,2948.0284829999996
505,Eswatini,209,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.31,0.0
506,Eswatini,209,2018,Viande de Volailles,2734,0,0.0,1,2,0,6,0,0.0,0.0
507,Fidji,66,2014,Population,2501,0,0.0,0,0,866,0,0,0.0,0.0
508,Fidji,66,2014,Produits Animaux,2941,463,29.3,0,0,0,0,0,0.0,0.0
509,Fidji,66,2014,Produits Vegetaux,2903,2288,42.6,0,0,0,0,0,0.0,0.0
510,Fidji,66,2018,Population,2501,0,0.0,0,0,883,0,0,0.0,0.0
511,Fidji,66,2018,Poulets,1057,0,0.0,0,0,0,0,5383,0.0,0.0
512,Fidji,66,2018,Produits Animaux,2941,468,28.43,0,0,0,0,0,0.0,0.0
513,Fidji,66,2018,Produits Vegetaux,2903,2313,42.72,0,0,0,0,0,0.0,0.0
514,Fidji,66,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,5653.292532
515,Fidji,66,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.74,0.0
516,Fidji,66,2018,Viande de Volailles,2734,0,0.0,0,5,0,36,0,0.0,0.0
517,Finlande,67,2014,Population,2501,0,0.0,0,0,5461,0,0,0.0,0.0
518,Finlande,67,2014,Produits Animaux,2941,1350,74.49,0,0,0,0,0,0.0,0.0
519,Finlande,67,2014,Produits Vegetaux,2903,1970,43.52,0,0,0,0,0,0.0,0.0
520,Finlande,67,2018,Population,2501,0,0.0,0,0,5523,0,0,0.0,0.0
521,Finlande,67,2018,Poulets,1057,0,0.0,0,0,0,0,9205,0.0,0.0
522,Finlande,67,2018,Produits Animaux,2941,1331,75.43,0,0,0,0,0,0.0,0.0
523,Finlande,67,2018,Produits Vegetaux,2903,2012,42.57,0,0,0,0,0,0.0,0.0
524,Finlande,67,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,50119.832662
525,Finlande,67,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.92,0.0
526,Finlande,67,2018,Viande de Volailles,2734,0,0.0,11,17,0,135,0,0.0,0.0
527,France,68,2014,Population,2501,0,0.0,0,0,66088,0,0,0.0,0.0
528,France,68,2014,Produits Animaux,2941,1098,64.17,0,0,0,0,0,0.0,0.0
529,France,68,2014,Produits Vegetaux,2903,2312,42.97,0,0,0,0,0,0.0,0.0
530,France,68,2018,Population,2501,0,0.0,0,0,66931,0,0,0.0,0.0
531,France,68,2018,Poulets,1057,0,0.0,0,0,0,0,239290,0.0,0.0
532,France,68,2018,Produits Animaux,2941,1119,64.45,0,0,0,0,0,0.0,0.0
533,France,68,2018,Produits Vegetaux,2903,2383,43.8,0,0,0,0,0,0.0,0.0
534,France,68,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,42095.566758
535,France,68,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.11,0.0
536,France,68,2018,Viande de Volailles,2734,0,0.0,474,533,0,1785,0,0.0,0.0
537,Fédération de Russie,185,2014,Population,2501,0,0.0,0,0,144665,0,0,0.0,0.0
538,Fédération de Russie,185,2014,Produits Animaux,2941,838,55.15,0,0,0,0,0,0.0,0.0
539,Fédération de Russie,185,2014,Produits Vegetaux,2903,2527,47.36,0,0,0,0,0,0.0,0.0
540,Fédération de Russie,185,2018,Population,2501,0,0.0,0,0,145734,0,0,0.0,0.0
541,Fédération de Russie,185,2018,Poulets,1057,0,0.0,0,0,0,0,507050,0.0,0.0
